
VL-24822	1078
	19616	0.004
	22815	0.050
	20398	0.032
	27707	0.004
	277	0.006
	25011	0.008
	14497	0.004
	13065	0.008
	6346	0.004
	18584	0.004
	401	0.004
	31410	0.007
	23251	0.007
	12364	0.004
	31991	0.004
	30944	0.006
	4294	0.003
	940	0.003
	30342	0.009
	13551	0.005

VL-4514	996
	29238	0.008
	29318	0.004
	10257	0.003
	19056	0.003
	16149	0.013
	10668	0.003
	21819	0.010
	23331	0.003
	32569	0.045
	25163	0.003
	18616	0.005
	19101	0.003
	21078	0.004
	22901	0.003
	10196	0.005
	26637	0.003
	12364	0.005
	940	0.003
	31505	0.005
	431	0.010

VL-14427	1518
	25134	0.004
	29193	0.020
	21801	0.004
	17536	0.004
	2521	0.002
	6346	0.002
	16929	0.002
	13005	0.002
	11892	0.002
	1405	0.039
	5146	0.002
	16758	0.002
	9372	0.002
	10138	0.002
	10548	0.002
	20323	0.002
	4936	0.002
	5712	0.002
	940	0.003
	17365	0.002

VL-13752	603
	15530	0.006
	14583	0.025
	22893	0.025
	14582	0.016
	15092	0.006
	12496	0.011
	10172	0.004
	2857	0.004
	1354	0.027
	11335	0.019
	21306	0.018
	15114	0.004
	18582	0.009
	18584	0.005
	4779	0.006
	24665	0.005
	1842	0.005
	17365	0.004
	5971	0.005
	6254	0.024

VL-16249	944
	4632	0.009
	27707	0.008
	16235	0.009
	10100	0.004
	24499	0.005
	2205	0.006
	28427	0.015
	15068	0.014
	25221	0.006
	24964	0.017
	6369	0.035
	401	0.005
	4968	0.005
	1352	0.009
	20874	0.004
	9908	0.020
	17755	0.007
	15136	0.006
	7146	0.005
	7893	0.004

VL-3724	919
	22353	0.003
	19832	0.004
	21801	0.005
	17536	0.003
	17365	0.002
	5358	0.002
	11892	0.002
	28124	0.003
	1405	0.006
	10662	0.002
	9503	0.002
	9372	0.002
	18616	0.003
	19101	0.052
	12364	0.004
	4936	0.002
	4294	0.002
	940	0.002
	12164	0.002
	2535	0.003

VL-31808	801
	22444	0.005
	28933	0.006
	22817	0.006
	22876	0.009
	27707	0.008
	24991	0.005
	7348	0.018
	25965	0.036
	28422	0.006
	31474	0.008
	8774	0.013
	31473	0.010
	24209	0.007
	21491	0.016
	24223	0.023
	4353	0.005
	13551	0.005
	4391	0.008
	11904	0.004
	5817	0.004

VL-2069	390
	15701	0.007
	26378	0.005
	16721	0.004
	2821	0.066
	23852	0.005
	21404	0.007
	3123	0.009
	29564	0.004
	24994	0.005
	22083	0.004
	29636	0.004
	22354	0.005
	1405	0.004
	32301	0.012
	26711	0.004
	5222	0.012
	28657	0.004
	31505	0.005
	8486	0.011
	22257	0.004

VL-6903	398
	32664	0.005
	19832	0.005
	24535	0.004
	277	0.005
	13065	0.007
	5358	0.007
	22768	0.004
	15938	0.006
	31318	0.004
	3131	0.031
	2957	0.044
	27611	0.005
	19101	0.003
	29736	0.011
	13551	0.003
	7064	0.052
	17957	0.033
	1149	0.003
	10751	0.007
	14723	0.004

VL-7966	400
	13852	0.006
	8258	0.005
	6451	0.004
	10554	0.005
	2104	0.006
	135	0.004
	1895	0.006
	4473	0.061
	23795	0.015
	7203	0.009
	19201	0.006
	31106	0.007
	28585	0.005
	18616	0.004
	25123	0.004
	22929	0.004
	483	0.005
	8261	0.006
	6273	0.004
	11718	0.007

VL-5478	391
	19791	0.006
	18674	0.071
	4341	0.008
	26211	0.006
	13065	0.008
	15201	0.008
	6346	0.006
	10609	0.005
	19579	0.014
	18895	0.014
	785	0.008
	20340	0.008
	7021	0.006
	14088	0.007
	11892	0.009
	10	0.006
	12364	0.005
	19655	0.006
	22880	0.064
	10566	0.005

VL-17476	811
	20522	0.017
	2906	0.007
	14456	0.005
	5838	0.005
	30975	0.005
	7077	0.018
	4004	0.006
	24356	0.012
	3696	0.011
	32402	0.015
	31004	0.007
	2968	0.033
	7023	0.004
	18616	0.004
	4118	0.005
	11027	0.005
	26208	0.006
	726	0.006
	12164	0.004
	7995	0.005

VL-16958	594
	25134	0.004
	19616	0.004
	21819	0.004
	14454	0.004
	19832	0.007
	31505	0.004
	146	0.004
	23331	0.003
	23334	0.003
	8510	0.003
	29487	0.004
	19101	0.003
	24204	0.062
	11892	0.004
	14061	0.003
	12364	0.004
	22967	0.003
	411	0.004
	11389	0.003
	7404	0.005

VL-11357	323
	19832	0.007
	27707	0.011
	6724	0.029
	5252	0.014
	13065	0.010
	26557	0.007
	7348	0.006
	10609	0.008
	17218	0.024
	14867	0.007
	14865	0.006
	18022	0.007
	16369	0.006
	2957	0.007
	11891	0.063
	5245	0.013
	21885	0.008
	1067	0.030
	24467	0.009
	11904	0.007

VL-24617	1214
	25787	0.004
	19616	0.009
	27707	0.041
	14497	0.010
	25797	0.003
	18584	0.003
	20528	0.004
	401	0.004
	30642	0.038
	12364	0.004
	18582	0.004
	15429	0.003
	10548	0.003
	11892	0.003
	10093	0.003
	28638	0.008
	6346	0.003
	940	0.004
	12164	0.004
	14564	0.009

VL-6762	543
	198	0.011
	19832	0.004
	7952	0.004
	12819	0.046
	18131	0.006
	13506	0.005
	8568	0.006
	6288	0.004
	4512	0.038
	22267	0.004
	1405	0.004
	20890	0.005
	19101	0.004
	21590	0.008
	12364	0.004
	363	0.011
	21801	0.005
	31362	0.005
	31210	0.005
	14320	0.012

VL-17923	659
	11191	0.068
	29318	0.005
	10125	0.006
	13065	0.005
	13260	0.005
	401	0.006
	26030	0.006
	31505	0.005
	28944	0.006
	23602	0.009
	22315	0.004
	19966	0.005
	18348	0.004
	10196	0.007
	12364	0.005
	32132	0.007
	32539	0.009
	11731	0.004
	16286	0.007
	22257	0.007

VL-40768	1685
	20525	0.008
	15530	0.009
	20528	0.004
	1875	0.003
	26432	0.004
	7574	0.003
	7091	0.003
	19391	0.003
	17499	0.006
	26391	0.004
	4968	0.005
	22433	0.014
	23054	0.003
	1790	0.004
	19258	0.003
	32580	0.004
	1552	0.005
	21801	0.004
	14454	0.003
	31505	0.033

VL-14043	601
	20522	0.004
	14456	0.006
	22855	0.016
	29780	0.005
	1405	0.004
	27908	0.017
	14125	0.005
	9443	0.004
	26205	0.008
	14086	0.004
	17712	0.050
	11027	0.003
	12364	0.004
	10193	0.003
	13551	0.003
	13093	0.003
	5838	0.005
	6073	0.003
	21819	0.005
	25930	0.004

VL-25009	850
	6857	0.033
	31787	0.004
	19714	0.028
	18977	0.004
	13005	0.011
	939	0.004
	16570	0.004
	1504	0.004
	23399	0.017
	30083	0.004
	15092	0.003
	10885	0.005
	15114	0.003
	31760	0.007
	27691	0.013
	1842	0.003
	15695	0.027
	17365	0.003
	26006	0.003
	29414	0.004

VL-39136	369
	25134	0.003
	11728	0.067
	2869	0.003
	29193	0.004
	19832	0.003
	29238	0.003
	32336	0.003
	30813	0.003
	21801	0.003
	29254	0.005
	1405	0.005
	31530	0.003
	29487	0.003
	16870	0.003
	12364	0.003
	5838	0.003
	2571	0.003
	17365	0.003
	2039	0.005
	32410	0.004

VL-39402	420
	29962	0.009
	22710	0.006
	27625	0.007
	22916	0.008
	23422	0.054
	11958	0.007
	4286	0.012
	2665	0.006
	32132	0.007
	7432	0.010
	32263	0.012
	13486	0.014
	32168	0.007
	25385	0.009
	6610	0.008
	19590	0.007
	15408	0.010
	10196	0.006
	5261	0.011
	29161	0.006

VL-740	1072
	20522	0.004
	9457	0.011
	14453	0.005
	5838	0.045
	5132	0.010
	26048	0.005
	4118	0.005
	22267	0.005
	1405	0.003
	17501	0.003
	12952	0.003
	19258	0.003
	18616	0.005
	4446	0.003
	11027	0.003
	12364	0.004
	10193	0.004
	12164	0.003
	19832	0.004
	28971	0.004

VL-38000	340
	3820	0.003
	19832	0.003
	13145	0.036
	11467	0.005
	1444	0.055
	11462	0.004
	29930	0.056
	14375	0.058
	3818	0.003
	12994	0.057
	10196	0.002
	10845	0.004
	21444	0.005
	13551	0.003
	940	0.003
	31609	0.006
	10751	0.007
	1517	0.002
	5938	0.002
	375	0.002

VL-1987	320
	6594	0.018
	22567	0.006
	21000	0.003
	27647	0.003
	19832	0.007
	29238	0.005
	12819	0.005
	13065	0.003
	4383	0.003
	1405	0.003
	31793	0.005
	5779	0.003
	15699	0.023
	29127	0.072
	12364	0.003
	2571	0.003
	28049	0.003
	31505	0.004
	28118	0.003
	22257	0.015

VL-3993	1069
	7812	0.003
	14039	0.005
	25722	0.003
	29238	0.039
	25503	0.003
	22395	0.003
	29254	0.003
	19056	0.003
	22083	0.003
	28310	0.007
	1405	0.003
	31793	0.024
	29487	0.003
	32168	0.003
	6095	0.003
	7716	0.002
	7765	0.003
	9698	0.002
	23021	0.005
	10493	0.003

VL-22609	1286
	19832	0.003
	7207	0.002
	11892	0.002
	10662	0.002
	10609	0.002
	1405	0.002
	7532	0.002
	5164	0.002
	12952	0.002
	14125	0.002
	16870	0.002
	4446	0.002
	26637	0.005
	12364	0.043
	4936	0.002
	6346	0.002
	940	0.003
	12164	0.003
	7404	0.002
	2535	0.003

VL-16785	470
	19832	0.004
	9811	0.004
	3088	0.003
	1690	0.003
	11602	0.003
	28124	0.003
	31754	0.003
	1405	0.007
	32307	0.004
	22762	0.003
	28944	0.003
	31793	0.003
	19101	0.004
	32261	0.067
	5709	0.003
	12364	0.003
	32686	0.003
	24244	0.003
	18255	0.012
	31505	0.003

VL-1842	718
	22038	0.026
	18555	0.006
	15435	0.004
	19832	0.004
	13145	0.017
	7599	0.021
	9811	0.029
	16863	0.004
	32664	0.005
	29031	0.020
	12067	0.004
	31793	0.016
	18388	0.004
	22042	0.004
	5709	0.005
	27523	0.004
	30342	0.004
	18255	0.006
	21444	0.006
	25486	0.020

VL-10842	947
	18889	0.007
	9474	0.012
	21843	0.003
	7851	0.003
	19832	0.005
	6088	0.006
	11163	0.004
	5709	0.004
	4827	0.003
	27323	0.003
	18388	0.003
	7470	0.012
	14298	0.003
	1563	0.036
	32307	0.012
	21268	0.003
	1590	0.017
	12364	0.003
	940	0.003
	19416	0.024

VL-2989	791
	19832	0.006
	29238	0.003
	30813	0.003
	13065	0.003
	28749	0.003
	5782	0.003
	1405	0.003
	30178	0.003
	19101	0.003
	21490	0.005
	6485	0.006
	12364	0.003
	9902	0.002
	4665	0.003
	26443	0.058
	1106	0.002
	31255	0.004
	3843	0.003
	4959	0.002
	31505	0.003

VL-19912	839
	15530	0.004
	20528	0.003
	6857	0.003
	19832	0.004
	29318	0.003
	19056	0.003
	1405	0.003
	32569	0.005
	31793	0.003
	30217	0.054
	2857	0.004
	12364	0.004
	3404	0.003
	10196	0.003
	2492	0.002
	940	0.002
	2571	0.002
	31505	0.004
	19101	0.003
	431	0.003

VL-21129	1410
	19832	0.003
	17499	0.003
	13065	0.053
	4513	0.003
	28749	0.003
	7732	0.002
	10609	0.002
	2039	0.002
	32307	0.003
	12952	0.002
	19258	0.006
	9843	0.002
	3404	0.002
	8413	0.002
	32060	0.003
	16570	0.003
	10196	0.003
	12364	0.004
	31505	0.005
	22257	0.003

VL-18034	713
	6857	0.004
	30996	0.005
	6709	0.026
	16721	0.004
	30813	0.027
	4706	0.003
	4740	0.004
	11917	0.003
	14867	0.003
	1797	0.003
	9377	0.020
	27961	0.009
	28988	0.003
	14568	0.004
	16870	0.005
	6015	0.003
	13623	0.004
	12246	0.011
	8991	0.003
	23862	0.014

VL-21080	395
	5171	0.003
	27707	0.003
	19832	0.007
	7656	0.003
	9630	0.004
	24204	0.005
	20771	0.003
	16803	0.003
	323	0.003
	1405	0.004
	22574	0.004
	12952	0.003
	30215	0.004
	30907	0.006
	19801	0.006
	18126	0.057
	27076	0.044
	12364	0.005
	5838	0.006
	21801	0.003

VL-9139	1653
	32664	0.025
	19832	0.038
	29238	0.004
	24375	0.004
	1580	0.006
	14867	0.010
	32569	0.004
	29487	0.013
	32301	0.005
	8634	0.002
	8777	0.002
	1354	0.005
	12364	0.004
	3404	0.003
	22003	0.002
	6545	0.005
	6015	0.010
	20323	0.008
	16972	0.009
	21557	0.005

